Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
64	1200	187.97	122.06	407.88	18.993	99.812	0.67418	2.1962	2.1913	12.594	0.156
82	1300	607.2	394.74	1265.6	22.281	65.188	0.94749	2.6903	1.7515	12.559	0.7785
87	450	-0.21473	-7.8814	-0.61482	15.784	100.7	0.0701	1.7922	1.8047	12.543	0.0725
111	1400	489.87	318.52	1047.9	22.997	68.031	0.28227	2.8103	1.9081	12.48	0.833
51	2200	-0.07775	-1.6738	-1.2708	22.551	97.338	0.13032	2.7329	2.6602	12.657	0.1015
34	1700	694.29	441.25	1496.2	25.96	53.413	0.96325	3.353	1.7908	12.708	0.942
61	750	6.7747	-15.938	18.213	15.355	100.11	0.02099	1.7436	1.7456	12.614	0.115
119	550	-0.01342	-14.249	1.5584	15.642	90.871	0.23224	1.7759	1.6137	12.457	0.0805
68	150	-0.50437	-4.0317	-0.26771	18.966	101.38	0.05157	2.1916	2.2218	12.6	0.0635
62	900	144.44	65.845	348.17	17.218	93.809	0.19888	1.9636	1.8418	12.608	0.4575
85	2150	-0.29249	-21.024	-1.0711	12.083	95.35	0.12291	1.4093	1.3437	12.549	0.0815
86	1700	290.76	162.11	635.58	23.506	65.405	1.1893	2.8975	1.8928	12.551	0.439
62	1150	714.12	456.78	1543.6	24.366	62.242	1.1745	3.0518	1.8961	12.617	0.7845
81	1300	862.91	568.55	1807.4	23.82	63.327	0.93823	2.9523	1.8677	12.564	0.941
105	1150	558.87	338.75	1211.6	20.345	68.678	0.57134	2.3883	1.6396	12.489	0.582
68	1500	655.6	439.29	1408.5	26.957	67.915	0.815	3.5587	2.4151	12.609	0.8225
65	500	-0.00537	-14.702	0	12.186	100.36	0.03767	1.4188	1.424	12.597	0.083
88	150	-0.15832	-20.288	-0.26168	16.039	99.715	0.33971	1.8218	1.8167	12.549	0.098
45	2200	-0.12602	-21.389	-1.0824	21.064	95.189	0.03767	2.4958	2.3756	12.677	0.092
81	150	-0.67104	-11.794	0.40177	15.454	98.823	0.04508	1.7547	1.734	12.563	0.0715
49	500	-0.44533	-6.9704	-0.01217	17.931	102.17	0.07844	2.0539	2.0984	12.653	0.0945
109	1950	-0.65203	-3.3454	0.74241	17.719	100.91	0.88357	2.0267	2.0451	12.483	0.0735
75	1250	693.74	437.16	1471.5	22.226	64.832	1.3978	2.6804	1.7367	12.573	0.9195
53	2300	-0.20918	-6.0112	-2.6943	20.713	96.283	0.05528	2.4424	2.3516	12.645	0.105
95	200	-1.0205	-12.538	0	11.602	97.82	0.19332	1.3653	1.3356	12.512	0.113
115	1350	280.64	178.39	578.15	17.704	80.972	0.56485	2.0255	1.6395	12.456	0.505
77	1800	49.322	33.015	112.16	17.569	99.274	0.65009	2.0077	1.993	12.573	0.102
43	2250	-0.22524	-6.3049	-1.4595	20.971	96.026	0.15534	2.4816	2.3829	12.678	0.097
106	1800	143.47	54.628	287.87	18.632	71.239	0.19147	2.1464	1.5289	12.494	0.1805
109	950	15.539	10.431	34.862	16.359	101.78	0.87523	1.8593	1.8924	12.49	0.07
97	1150	549.53	339.02	1180.2	21.806	62.63	0.79925	2.612	1.6358	12.506	0.8455
67	1400	616.52	398.2	1291.3	24.581	74.795	0.96973	3.0912	2.3064	12.604	0.739
40	2100	2.8611	-3.3382	2.1102	19.618	95.61	0.13495	2.2824	2.1821	12.684	0.061
80	1600	456.75	284.7	949.11	20.252	80.19	0.85392	2.3746	1.9026	12.565	0.584
119	1350	323.07	200.91	672.01	18.857	92.539	1.156	2.177	2.0146	12.455	0.4265
113	600	-0.00537	-24.202	-0.43253	9.1152	100.04	0.15904	1.1562	1.1567	12.466	0.069
75	600	0	-25.004	0	12.133	100.09	0.09048	1.4139	1.4152	12.571	0.0715
82	400	-0.92115	-21.958	-0.20708	10.152	99.331	0.13959	1.2397	1.2314	12.552	0.0575
101	1550	588.22	367.78	1254.4	23.368	50.1	0.67881	2.872	1.4388	12.513	0.779
66	400	0.24418	-24.751	-1.0041	18.367	77.741	0.64268	2.1109	1.6408	12.601	0.102
62	1250	476.18	314.66	1000.8	23.417	67.494	1.1819	2.8805	1.9436	12.61	0.763
76	950	102.46	63.709	213.52	15.578	97.682	0.20907	1.7691	1.7281	12.571	0.242
68	650	-0.06975	-5.4108	-0.00608	19.122	102.01	0.0247	2.213	2.2576	12.6	0.088
90	2150	-0.22808	-31.287	-0.21299	17.771	64.2	1.0892	2.0334	1.3053	12.535	0.158
98	1550	649.73	418.53	1339.4	21.625	61.699	1.4228	2.5832	1.5936	12.507	0.6895
86	2100	-0.07511	-21.902	0.66309	16.254	95.961	0.11642	1.8468	1.7723	12.554	0.104
97	1900	18.579	-37.032	55.255	16.882	76.235	0.43421	1.9226	1.4646	12.521	0.15
108	700	-0.32751	-6.6167	-0.06697	13.6	101.78	-0.01143	1.5565	1.5842	12.485	0.0835
61	2200	-0.09388	-40.409	-0.87598	17.857	91.203	0.0979	2.0448	1.8643	12.626	0.122
67	2200	-0.23336	-13.531	-0.08516	18.702	100.8	0.09512	2.1557	2.1729	12.6	0.109
85	2100	-0.15292	-24.676	-1.935	12.847	94.213	0.05898	1.4819	1.3961	12.554	0.093
77	1700	208.82	133.06	432.74	19.292	93.021	0.78165	2.2374	2.0805	12.565	0.141
52	1550	182.5	117.58	394.56	22.506	94.438	0.78258	2.7258	2.574	12.644	0.3355
78	2050	-0.46134	-44.262	0.24333	16.433	89.333	0.03304	1.8685	1.6682	12.574	0.158
64	1950	61.864	7.6943	136.74	19.789	74.941	0.61952	2.3068	1.7285	12.605	0.183
89	50	0.00537	-12.564	-0.06087	14.994	98.029	0.0386	1.7036	1.67	12.542	0.062
94	2000	-0.40249	-18.489	-0.34686	15.153	82.12	0.06176	1.7211	1.413	12.522	0.125
62	2250	-1.3872	-15.851	-1.8986	17.345	102.23	0.02655	1.9794	2.0236	12.62	0.0635
95	1300	437.99	287.61	893.82	20.191	58.598	0.51667	2.3651	1.386	12.521	0.9525
119	2200	0.13688	-5.8366	0.01826	15.947	100.97	0.47776	1.811	1.8285	12.457	0.0935
109	850	4.4369	0.91609	11.822	16.19	101.65	0.18776	1.8393	1.8695	12.483	0.067
104	650	-0.50194	-34.151	0.65744	15.917	94.697	0.52779	1.8074	1.7116	12.497	0.1235
103	950	88.706	47.87	203.7	17.032	101	0.85578	1.9404	1.9599	12.509	0.241
120	800	0.08052	-23.73	2.1852	17.512	92.535	0.92989	2.0004	1.851	12.463	0.1175
71	250	-0.01611	-22.028	0	10.063	98.881	0.1155	1.2323	1.2185	12.578	0.0885
37	2000	53.199	-33.305	124.91	17.655	64.216	0.76497	2.0201	1.2949	12.691	0.2765
34	2150	-0.10189	-10.059	-0.15812	19.165	78.383	0.07103	2.219	1.7392	12.71	0.157
94	650	-2.1405	-22.731	-0.01827	8.4166	97.091	0.26652	1.1029	1.0707	12.519	0.1135
97	2000	-0.08586	-58.71	-0.12781	15.483	81.264	0.44997	1.7581	1.4287	12.521	0.133
81	2300	-1.0307	-16.519	-0.20697	12.329	97.241	0.15163	1.4323	1.3927	12.564	0.0725
113	350	-0.06713	-20.89	0.85873	10.426	99.644	0.12847	1.2626	1.2582	12.472	0.08
65	2350	-1.2584	-15.906	-1.284	16.392	92.24	0.05805	1.8631	1.7185	12.6	0.1155
56	1600	645.42	417.59	1359.5	27.813	52.23	0.84372	3.7408	1.9518	12.636	0.8445
86	250	-0.19068	-17.127	-0.96845	9.5137	98.94	0.18962	1.1877	1.1751	12.539	0.0915
37	1300	513.29	339.06	1144.1	23.188	70.036	1.1291	2.8415	1.9891	12.69	1.2475
117	300	-0.02147	-13.568	0.50527	14.91	84.129	0.49722	1.6949	1.4236	12.465	0.1305
91	1250	55.886	39.481	133.43	16.507	100.57	1.4089	1.8768	1.8875	12.529	0.067
96	350	-0.36787	-15.437	0	12.357	98.733	0.3184	1.435	1.4166	12.512	0.0635
101	2100	-0.33012	-24.026	-0.35304	11.963	94.204	0.09048	1.3982	1.3171	12.51	0.117
76	1000	160.31	101.53	344.38	17.009	95.693	0.07844	1.9383	1.8541	12.57	0.4055
74	1350	891.77	581.53	1836.2	24.741	52.855	0.752	3.119	1.6474	12.577	0.9515
97	1800	226.02	72.541	452.37	19.609	61.642	0.8984	2.2811	1.4061	12.52	0.2255
55	950	286.11	176.95	592.61	20.552	89.101	0.36287	2.4194	2.1541	12.633	0.326
41	1050	340.54	206.07	734.79	23.198	78.149	1.1013	2.843	2.221	12.677	0.759
104	1250	617.29	398.07	1338.2	21.7	67.194	0.54632	2.5951	1.7437	12.494	0.8215
114	1650	264.79	148.72	555.55	18.679	65.741	0.60006	2.1536	1.4142	12.468	0.5185
86	1150	676.89	427.54	1424.3	23.654	60.932	0.93638	2.9225	1.78	12.54	0.9525
96	1150	471.02	297.28	1028.3	20.886	74.839	0.63619	2.4698	1.8465	12.514	0.6575
74	50	-0.96326	-10.661	0.5355	17.397	101.68	0.13496	1.9859	2.0193	12.581	0.081
44	1750	127.62	80.937	272.05	21.212	99.069	0.89375	2.5185	2.4951	12.677	0.1245
49	1050	344.81	219.04	731.14	21.431	100.67	0.35639	2.553	2.5698	12.651	0.3245
34	350	-0.05369	-30.151	0	12.117	94.545	0.21371	1.4124	1.3354	12.682	0.1105
106	1500	465.5	299.89	965.59	20.401	62.859	0.41754	2.3976	1.5044	12.487	0.8215
64	1900	92.29	30.612	206.35	20.399	73.864	0.84372	2.3957	1.7694	12.611	0.243
36	1950	186.74	37.926	381.88	21.526	55.181	1.2495	2.568	1.4164	12.702	0.311
36	1850	381.89	185.97	807.54	24.331	51.903	1.004	3.0429	1.5794	12.701	0.555
62	1600	700.04	465.76	1505.4	20.967	100.35	0.93081	2.4812	2.4898	12.624	0.346
106	950	205.81	74.321	471.97	11.734	101.75	0.03767	1.3804	1.4044	12.48	0.278
43	600	-0.06168	-3.9756	-2.3782	20.423	101.79	0.20351	2.3991	2.4421	12.672	0.026
47	1250	624.94	413.53	1349.1	27.614	63.028	0.3184	3.701	2.3248	12.662	0.931
43	1300	293.23	186.83	614.11	23.382	90.823	0.80296	2.8742	2.6105	12.682	1.2045
58	800	32.637	16.29	70.714	19.131	98.474	0.01822	2.2145	2.1807	12.627	0.17
43	2050	6.2672	-18.085	20.664	21.435	91.74	0.27022	2.5534	2.342	12.683	0.1305
112	350	-0.04296	-20.01	0.07309	11.338	99.961	0.02841	1.3415	1.341	12.479	0.0815
103	700	-0.06172	-26.983	0.18256	17.201	101.83	1.1152	1.9615	1.9974	12.508	0.0725
47	1950	52.412	22.078	132.3	22.783	84.553	0.41846	2.7719	2.3435	12.669	0.1945
99	650	0.03224	-23.253	0	9.0158	100.67	0.09604	1.1486	1.1563	12.501	0.0635
115	350	-0.01612	-12.557	-0.05483	8.5639	100.12	0.0525	1.1139	1.1152	12.461	0.0675
43	2350	-0.0429	-7.0849	-1.8305	20.995	95.386	0.17757	2.4852	2.3705	12.678	0.091
41	2050	8.4898	-0.66583	17.253	19.938	92.784	0.92989	2.3282	2.16	12.678	0.05
64	700	-0.31953	0.52029	-0.00609	14.082	100.58	0.08678	1.606	1.6153	12.597	0.083
73	0	-0.25762	-24.038	-0.74856	16.6	95.719	0.25169	1.8881	1.8071	12.581	0.104
65	1600	311.61	193.19	637.29	21.563	64.523	0.9021	2.5734	1.6603	12.605	0.638
56	2350	-0.60361	-20.286	0.04867	17.416	88.148	0.15534	1.9883	1.7526	12.633	0.092
115	1950	-0.0671	-15.902	-0.85214	15.195	81.805	0.13125	1.7258	1.4117	12.469	0.145
92	2150	-2.1164	-10.011	0.12775	20.42	102.48	1.0207	2.3987	2.4582	12.534	0.087
57	1500	600.11	398.92	1262.4	25.946	71.724	1.0985	3.3517	2.4022	12.629	1.0275
51	550	-0.06437	-0.57597	-0.79074	20.757	101.92	0.38047	2.449	2.4961	12.652	0.0585
32	2200	-0.02146	-61.09	-0.08516	14.764	82.726	0.1785	1.6787	1.3884	12.705	0.125
106	150	-0.48606	-18.874	0.28624	9.4876	98.322	0.09141	1.1857	1.1658	12.492	0.065
48	1050	150.27	101.47	342.4	20.707	101.82	0.38418	2.4415	2.486	12.659	0.1145
80	1850	103.68	54.005	240.02	18.815	84.108	0.55095	2.1711	1.826	12.573	0.1845
95	2350	-0.22819	-10.003	-0.01826	12.463	98.927	0.35176	1.4457	1.4296	12.518	0.07
71	450	-0.10206	-25.687	0	9.0074	99.347	0.11179	1.1478	1.1403	12.578	0.062
80	1900	65.882	27.589	144.66	18.568	85.435	0.30821	2.1378	1.8264	12.573	0.1455
76	1350	209.57	123.62	419.76	17.993	96.76	0.97158	2.0647	1.9961	12.567	0.5455
117	900	24.421	7.6318	49.801	15.539	70.044	0.38233	1.7643	1.2358	12.465	0.295
78	600	-0.14758	-24.373	-0.4564	17.387	88.549	0.70938	1.9845	1.7572	12.567	0.129
118	1400	421.24	274.68	892.68	20.211	65.778	1.1597	2.3683	1.5575	12.462	0.622
46	1450	909.83	602.05	1948.1	30.085	54.623	0.89005	4.2637	2.3288	12.673	1.2065
61	50	-0.04561	-6.913	-0.17035	18.677	96.926	0.02192	2.1523	2.0862	12.62	0.0645
94	1400	274.23	158.33	548.53	18.215	70.514	0.70846	2.0928	1.4748	12.521	0.7475
34	550	-0.11007	-24.803	0.00609	11.831	93.572	0.05991	1.3861	1.2969	12.683	0.0865
119	350	-0.04026	-14.949	0.12175	17.047	82.402	0.57597	1.9424	1.6006	12.464	0.079
37	350	-0.14763	-38.922	-0.26785	14.056	93.292	0.43792	1.6033	1.4957	12.681	0.084
34	950	340.39	185.32	746.98	19.209	68.702	0.62786	2.2253	1.5285	12.685	1.053
105	2300	-0.16373	-24.227	-0.24349	12.152	95.515	0.07195	1.416	1.3524	12.491	0.0575
98	1250	553.48	345.73	1172.5	21.074	66.26	0.87615	2.4994	1.6529	12.507	0.9105
51	1300	529.73	363.25	1120	25.582	94.295	0.41476	3.2795	3.0914	12.643	0.3975
58	2200	-0.81249	-8.3241	-1.8913	21.101	90.787	0.56392	2.5014	2.2709	12.632	0.0935
32	700	3.9939	-7.703	9.697	16.823	91.143	0.49629	1.9151	1.7453	12.687	0.1295
43	2300	-0.29228	-10.744	-1.0703	20.955	95.973	0.22112	2.479	2.3791	12.678	0.0925
45	1550	710.1	479.08	1518.9	29.045	65.106	0.75479	4.0175	2.6143	12.68	1.213
110	1150	214.03	133.75	441.18	19.804	93.27	0.62507	2.3092	2.1533	12.482	0.1905
92	2250	-2.5187	-2.8743	0.11558	20.553	102.49	1.0383	2.4185	2.4786	12.541	0.087
95	400	-0.31149	-8.2621	-0.03654	12.503	98.509	0.22575	1.4488	1.4271	12.512	0.1335
116	1700	147.93	79.68	315.25	16.649	73.444	0.78906	1.894	1.3908	12.463	0.3855
74	850	91.471	11.479	207.59	13.548	96.901	0.12754	1.5518	1.5032	12.576	0.355
94	1850	89.014	-3.8449	201.41	17.317	63.562	0.47683	1.9773	1.2545	12.527	0.2535
64	1350	449.4	303.04	948.86	20.004	95.806	1.3959	2.3381	2.2394	12.606	0.6415
57	50	-1.0545	-7.5457	-0.09736	18.315	86.147	0.36936	2.1041	1.8126	12.633	0.1235
60	450	-0.05096	-15.797	-0.24942	18.626	101.49	0.50741	2.1455	2.1774	12.626	0.09
52	2350	-0.24671	-5.084	-0.77846	21.126	96.314	0.52686	2.5052	2.4128	12.646	0.0645
109	1800	30.879	20.034	63.987	17.539	100.96	0.66306	2.0038	2.023	12.488	0.074
109	1600	119.59	83.57	269.4	18.012	100.04	0.84928	2.0645	2.0653	12.489	0.0785
93	1850	70.399	10.854	157.67	18.797	69.12	0.91322	2.1687	1.4989	12.534	0.1975
82	2150	-0.49376	-16.943	-0.71203	13.018	96.292	0.08956	1.4985	1.443	12.562	0.101
117	650	-0.00537	-12.035	0.85832	15.452	71.855	0.20351	1.7545	1.2606	12.465	0.1515
62	1550	381.53	251.24	809.94	19.563	101.06	0.93638	2.2752	2.2995	12.617	0.5345
60	1150	590.66	378.18	1269.5	23.336	82.123	1.244	2.8705	2.3485	12.617	0.8135
62	300	0	-16.009	-0.12175	14.284	99.048	0.0562	1.6272	1.6118	12.615	0.0605
96	900	145.98	38.866	333.37	15.172	90.989	0.56578	1.7247	1.5672	12.512	0.339
44	2350	-0.33255	-1.318	-2.0071	20.745	100.75	0.26837	2.4471	2.4654	12.671	0.0615
71	800	25.661	-6.2491	69.035	8.6151	100.22	-0.00958	1.1179	1.1204	12.573	0.0845
95	50	-1.0553	-11.052	0	10.184	99.82	0.13032	1.2423	1.2401	12.518	0.1185
90	350	-0.99397	-22.321	-0.00609	6.835	98.958	0.13866	0.98996	0.97964	12.527	0.0595
86	2350	-0.10737	-15.242	-0.41394	14.628	98.797	0.11828	1.6639	1.644	12.549	0.049
82	850	68.22	2.2307	160.66	10.46	100.98	0.03675	1.266	1.2784	12.552	0.1565
80	2100	-0.06439	-14.937	-1.1379	16.003	97.93	0.07288	1.8175	1.7799	12.561	0.114
33	1750	603.79	363.78	1275	25.58	47.49	1.1606	3.2789	1.5566	12.714	0.819
61	300	-1.3336	-9.6393	0.23124	17.461	99.663	0.09048	1.994	1.9872	12.62	0.0815
105	200	-0.57757	-8.1498	0	8.992	100.55	0.10068	1.1468	1.1532	12.488	0.0565
67	400	0.03488	-24.428	0.70579	19.067	84.398	0.37121	2.2055	1.8612	12.6	0.1135
90	1400	240.96	142.71	486.42	20.212	64.675	0.94749	2.3695	1.5308	12.527	0.6185
117	400	-0.05637	-9.8999	0.14001	14.183	89.876	0.15626	1.6166	1.4529	12.458	0.1595
86	400	-0.42978	-1.8424	-1.7971	10.585	100.67	0.08585	1.2763	1.2849	12.539	0.102
95	1850	80.66	35.477	156.49	17.701	73.767	0.51759	2.0243	1.4933	12.521	0.2
65	650	-0.03222	-14.102	-0.02436	13.185	100.93	0.0701	1.515	1.529	12.597	0.055
103	600	0.02415	-30.672	1.4117	17.7	101.94	1.2384	2.0244	2.0636	12.508	0.069
117	2200	-0.00805	-29.082	-0.05479	15.588	73.676	0.48702	1.7699	1.3037	12.457	0.169
48	0	-0.63552	-14.168	-0.9852	20.462	96.454	-0.05405	2.4049	2.3196	12.665	0.0875
71	350	-0.56129	-23.98	0	9.5147	99.313	0.10531	1.1878	1.1796	12.578	0.099
44	2050	9.9829	2.6779	19.545	20.869	97.844	0.24799	2.4659	2.4127	12.664	0.0775
109	1500	117.3	77.807	258.83	17.886	98.14	0.78165	2.0481	2.0098	12.488	0.0715
83	700	-0.19073	-7.3147	0	9.626	100.5	0.07936	1.1969	1.2029	12.546	0.1065
72	800	17.051	-9.9857	53.767	8.4263	99.75	0.11735	1.1036	1.1009	12.573	0.1235
102	500	-0.04295	-18.156	-0.37742	17.992	71.687	0.54261	2.0617	1.4779	12.503	0.122
36	2050	12.096	-55.172	35.25	18.724	65.584	0.91785	2.159	1.4153	12.696	0.185
101	150	-0.03758	-8.6334	0.00609	15.31	94.303	0.08956	1.7385	1.6395	12.51	0.089
64	1300	330.07	219.09	679.48	19.3	99.752	0.96047	2.238	2.2323	12.6	0.4745
53	1000	178.44	115.8	377.86	22.5	88.61	0.56115	2.7247	2.4138	12.645	0.3865
73	1300	362.42	230.51	774.57	21.604	97.142	1.1291	2.5807	2.5065	12.585	0.313
89	1150	568.49	354.43	1203.4	21.034	56.971	0.70846	2.4931	1.4184	12.539	0.668
72	1550	486.39	316.73	998.63	23.236	65.656	0.96881	2.8493	1.8705	12.583	0.8165
72	1400	836.24	552.82	1730.1	24.811	60.71	1.1245	3.132	1.9011	12.576	0.7735
119	1900	2.431	-23.639	9.049	16.72	93.796	0.5389	1.9024	1.7844	12.463	0.18
108	2000	-0.09395	-4.0857	0.62092	15.296	99.486	0.26559	1.737	1.7281	12.49	0.067
66	1200	528.48	345.49	1127.4	21.75	69.596	1.7082	2.6035	1.8108	12.605	0.829
49	1000	288.04	185.46	620.45	20.738	101.46	0.21463	2.4465	2.4821	12.653	0.2465
67	1150	258.3	170.75	544.57	21.865	80.018	0.67603	2.6217	2.0979	12.599	0.6705
83	2300	-0.77303	-15.967	-0.10957	12.976	97.861	0.08492	1.4945	1.4626	12.55	0.0985
83	1000	265.45	158.4	568.04	16.787	102	0.09419	1.9108	1.9491	12.542	0.2505
97	1700	438.49	239.39	908.41	21.72	56.691	0.92804	2.5984	1.4729	12.526	0.497
80	2000	1.9608	-32.604	7.4399	16.625	92.727	0.0877	1.8913	1.7534	12.567	0.123
58	250	-0.0456	-11.992	-1.6242	19.906	94.932	0.07658	2.3235	2.2058	12.626	0.068
112	600	-0.02954	-19.762	0.79785	10.583	100.05	0.01729	1.2758	1.2765	12.473	0.072
92	1200	71.881	54.244	181.06	19.794	102.24	1.5191	2.3075	2.3592	12.534	0.073
103	2250	0.60661	-7.1241	0.54177	15.976	101.14	0.30358	1.8143	1.835	12.509	0.0655
46	1150	829.06	538.27	1730.5	27.43	67.857	0.53613	3.6604	2.4794	12.669	1.1355
57	1550	551.48	369.32	1184.9	25.536	72.717	1.1069	3.27	2.3775	12.629	0.8105
66	1850	122.82	72.668	259.49	20.081	74.705	1.1578	2.3489	1.7547	12.598	0.335
79	1100	233.94	151.67	481.31	17.326	101.99	0.62137	1.9772	2.0166	12.561	0.143
33	1000	532.66	314.43	1153.2	21.087	59.344	0.88449	2.4995	1.4829	12.689	1.1185
73	800	10.58	4.496	23.405	17.361	101.5	0.13125	1.9813	2.011	12.581	0.124
41	1100	496.36	309.05	1071.4	23.396	76.344	1.3718	2.8779	2.1953	12.676	0.789
103	250	-0.84493	-1.1493	0.03042	21.107	102.56	1.2486	2.5023	2.5664	12.514	0.075
111	800	2.8166	-8.43	6.7774	13.311	101.33	0.06269	1.5274	1.5477	12.479	0.117
61	1950	81.813	35.469	172.43	21.281	78.107	0.75108	2.5297	1.9749	12.618	0.224
98	350	-0.66338	-17.748	-0.02436	8.1831	98.031	0.15997	1.0855	1.0641	12.506	0.0625
54	850	32.502	22.538	68.962	21.614	102.17	0.88357	2.5813	2.6372	12.639	0.0705
114	1000	272.55	125.2	579.45	14.16	94.532	0.09141	1.6162	1.5236	12.46	0.217
38	450	0.03491	-45.545	0	10.485	90.433	0.12847	1.2676	1.1463	12.67	0.0785
115	1150	128.77	81.575	261.75	16.052	96.859	0.02748	1.8232	1.7659	12.464	0.197
114	650	0	-22.019	1.5171	7.7591	100.05	0.0701	1.0546	1.0551	12.468	0.067
36	1450	954.24	617.66	2012.1	26.829	44.428	0.89839	3.5296	1.5679	12.701	1.3375
69	1600	129.75	82.115	272.97	17.82	98.43	1.1745	2.0396	2.0076	12.587	0.0675
117	1250	304.9	184.86	627.67	17.268	72.139	0.93267	1.9698	1.421	12.457	0.6715
112	2050	-0.05635	-4.7343	-0.68157	15.96	97.996	-0.01051	1.8125	1.7762	12.475	0.0845
90	100	-1.214	-20.629	-0.1401	7.9833	97.996	0.13959	1.0708	1.0494	12.526	0.0955
74	1200	756.06	480.23	1592.5	23.072	59.252	0.86967	2.8212	1.6702	12.584	0.9875
101	2250	-0.51546	-18.308	-0.04262	10.346	96.761	0.1155	1.2558	1.2152	12.505	0.108
79	1200	161.26	100.87	333.96	16.972	101.84	0.69271	1.9333	1.9689	12.567	0.141
91	800	0.92067	-1.994	1.1201	15.33	99.901	0.94842	1.7408	1.7391	12.53	0.0975
102	1050	86.207	55.501	196.51	18.447	100.68	1.0633	2.1215	2.1358	12.508	0.0645
68	600	-0.02415	-11.489	-0.05476	19.05	101.99	0.0701	2.203	2.2469	12.6	0.097
50	1000	122.61	78.736	276.82	21.056	100.78	0.55188	2.4945	2.5138	12.652	0.0955
57	1100	525.31	341.29	1121.4	24.021	76.75	0.74367	2.9933	2.2891	12.632	0.7405
85	1900	32.972	-34.386	95.931	19.144	69.45	0.44348	2.2172	1.5381	12.553	0.1715
61	600	-1.1485	-20.803	-1.424	15.815	99.119	0.02377	1.7958	1.7799	12.62	0.06
35	1900	292.15	99.63	590.7	24.233	46.335	0.68529	3.0257	1.4017	12.708	0.455
83	1400	400.76	253.67	819.25	18.547	101.45	0.22668	2.1354	2.1663	12.554	0.673
71	1700	546.09	328.84	1136.2	23.833	56.422	0.78535	2.9534	1.6662	12.59	0.6115
100	1500	374.59	243.93	765.94	21.269	61.884	0.52316	2.5273	1.5641	12.506	0.696
75	800	15.859	-0.95116	40.557	13.989	99.439	0.147	1.5963	1.5874	12.571	0.103
60	1200	581.07	383.94	1250.6	23.968	72.348	1.1661	2.979	2.1572	12.618	0.7665
76	350	-0.05637	-35.731	-0.60265	13.515	92.875	0.04416	1.5481	1.4374	12.575	0.0835
110	1700	216.41	102.35	478.34	20.514	82.515	0.4722	2.4129	1.9906	12.48	0.2415
89	2200	-0.24428	-50.287	-0.10349	11.421	87.784	0.18684	1.3493	1.1839	12.531	0.085
56	1700	421.59	259.71	863.61	27.269	54.345	0.76127	3.6229	1.9674	12.642	0.533
81	950	286.68	137.67	632.49	17.837	90.156	0.19981	2.0429	1.8401	12.549	0.5375
66	1100	265.85	170.04	544.1	20.73	72.2	1.2264	2.4451	1.7652	12.599	0.867
117	0	-0.04027	-10.087	-0.207	14.193	87.505	0.29153	1.618	1.4153	12.465	0.14
99	950	55.568	37.005	111.69	12.716	101.03	0.02841	1.4693	1.4844	12.499	0.1195
89	1750	170.14	74.501	387.3	19.131	60.173	0.55466	2.2153	1.3326	12.545	0.4145
88	2050	-0.08853	-24.706	0.1521	16.965	87.011	0.15719	1.9323	1.6812	12.547	0.1475
40	1800	205.75	128.77	433.3	22.645	74.647	1.0105	2.7492	2.0511	12.688	0.246
54	250	-0.44794	-2.231	-0.57181	20.403	99.634	0.4685	2.3961	2.3873	12.639	0.069
74	1650	610.93	385.28	1270.8	24.515	50.043	0.74922	3.0767	1.5397	12.583	0.699
117	350	-0.03758	-13.103	0.36525	15.288	81.138	0.24243	1.7366	1.4068	12.465	0.1405
73	1000	170.38	105.96	360.63	19.933	100.15	0.63249	2.3274	2.331	12.574	0.2375
42	1100	103.87	71.26	237.24	22.016	101.54	0.82612	2.6455	2.6863	12.678	0.059
42	1750	113.33	76.946	251.63	22.28	101.48	0.61581	2.6884	2.7282	12.676	0.048
44	1250	185.74	117.21	407.52	22.998	89.541	0.6992	2.8084	2.5144	12.669	0.713
67	550	-0.00268	-10.116	0.20687	18.94	88.225	0.14329	2.188	1.9303	12.6	0.1
99	1900	14.932	1.4648	33.524	17.371	77.121	0.21834	1.9827	1.5287	12.514	0.1345
69	950	46.14	29.437	98.858	18.276	100.81	1.0262	2.0989	2.1159	12.593	0.0655
69	1650	121.68	79.836	257.96	17.894	97.261	1.0522	2.0492	1.9931	12.594	0.0605
62	2000	21.139	1.3611	41.176	18.089	101.67	0.71494	2.0746	2.1092	12.62	0.1025
41	1800	141.21	87.139	314.2	21.779	82.499	1.0022	2.6074	2.1511	12.683	0.206
95	250	-0.30615	-7.0898	-0.00609	11.355	98.927	0.15348	1.3431	1.3287	12.519	0.1165
107	600	-0.04565	-14.367	0.07308	11.552	97.273	0.25818	1.3608	1.3237	12.479	0.0545
41	0	-0.00268	-2.4199	-1.2592	19.43	97.562	0.16368	2.2559	2.2009	12.679	0.057
97	850	21.67	-18.729	66.832	14.635	85.596	0.3499	1.6645	1.4248	12.512	0.294
53	550	-0.06974	-5.2525	-1.8432	20.223	99.401	-0.01792	2.3697	2.3555	12.645	0.0555
45	800	29.722	20.043	77.785	20.418	102.12	-0.03552	2.3985	2.4493	12.665	0.096
109	150	-0.90993	-5.3875	0.84615	15.744	101.6	0.06083	1.7875	1.8161	12.484	0.0605
42	1950	11.838	7.9	26.71	21.635	101.62	0.70753	2.5846	2.6265	12.677	0.026
119	950	107.6	46.566	236.38	16.921	92.701	0.40364	1.9279	1.7852	12.458	0.1715
