a0	a3	!t0	!t1	!t2	!t3	!t4	!t5	!t6	!t7	!t8	!t9
143	0	0	0	0	0	0	0	1	0	0	0
119	36	0	0	0	0	0	0	1	0	0	0
110	195	0	0	0	0	0	0	1	0	0	0
63	48	0	0	0	0	0	0	1	0	0	0
63	28	0	0	0	0	0	0	1	0	0	0
127	121	0	0	0	0	0	0	1	0	0	0
94	240	0	0	0	0	0	0	1	0	0	0
71	224	0	0	0	0	0	0	1	0	0	0
150	194	0	0	0	0	0	0	1	0	0	0
138	40	0	0	0	0	0	0	1	0	0	0
152	32	0	0	0	0	0	0	1	0	0	0
151	231	0	0	0	0	0	0	1	0	0	0
137	60	0	0	0	0	0	0	1	0	0	0
137	192	0	0	0	0	0	0	1	0	0	0
94	195	0	0	0	0	0	0	1	0	0	0
118	127	0	0	0	0	0	0	1	0	0	0
123	131	0	0	0	0	0	0	1	0	0	0
77	199	0	0	0	0	0	0	0	1	0	0
50	0	0	0	0	0	0	0	0	1	0	0
89	252	0	0	0	0	0	0	0	1	0	0
52	0	0	0	0	0	0	0	0	1	0	0
104	252	0	0	0	0	0	0	0	1	0	0
131	0	0	0	0	0	0	0	0	1	0	0
89	28	0	0	0	0	0	0	0	1	0	0
56	112	0	0	0	0	0	0	0	1	0	0
73	15	0	0	0	0	0	0	0	1	0	0
100	248	0	0	0	0	0	0	0	1	0	0
62	135	0	0	0	0	0	0	0	1	0	0
84	112	0	0	0	0	0	0	0	1	0	0
78	124	0	0	0	0	0	0	0	1	0	0
85	245	0	0	0	0	0	0	0	1	0	0
97	129	0	0	0	0	0	0	0	1	0	0
106	240	0	0	0	0	0	0	0	1	0	0
53	3	0	0	0	0	0	0	0	1	0	0
68	96	0	0	0	0	0	0	0	1	0	0
83	156	0	0	0	0	0	0	0	1	0	0
50	227	0	0	0	0	0	0	0	1	0	0
65	255	0	0	0	0	0	0	0	1	0	0
23	95	0	0	0	0	0	0	0	1	0	0
29	193	0	0	0	0	0	0	0	1	0	0
71	0	0	0	0	0	0	0	0	1	0	0
94	3	0	0	0	0	0	0	0	1	0	0
38	0	0	0	0	0	0	0	0	1	0	0
88	124	0	0	0	0	0	0	0	1	0	0
70	15	0	0	0	0	0	0	0	1	0	0
33	240	0	0	0	0	0	0	0	1	0	0
70	14	0	0	0	0	0	0	0	1	0	0
89	0	0	0	0	0	0	0	0	1	0	0
64	248	0	0	0	0	0	0	0	1	0	0
52	143	0	0	0	0	0	0	0	1	0	0
84	28	0	0	0	0	0	0	0	1	0	0
75	9	0	0	0	0	0	0	0	1	0	0
64	7	0	0	0	0	0	0	0	1	0	0
59	28	0	0	0	0	0	0	0	1	0	0
39	126	0	0	0	0	0	0	0	1	0	0
55	32	0	0	0	0	0	0	0	1	0	0
30	247	0	0	0	0	0	0	0	1	0	0
77	120	0	0	0	0	0	0	0	1	0	0
95	124	0	0	0	0	0	0	0	1	0	0
69	70	0	0	0	0	0	0	0	1	0	0
52	125	0	0	0	0	0	0	0	1	0	0
107	62	0	0	0	0	0	0	0	1	0	0
42	224	0	0	0	0	0	0	0	1	0	0
69	63	0	0	0	0	0	0	0	1	0	0
45	248	0	0	0	0	0	0	0	1	0	0
59	240	0	0	0	0	0	0	0	1	0	0
113	253	0	0	0	0	0	0	0	1	0	0
26	72	0	0	0	0	0	0	0	1	0	0
30	0	0	0	0	0	0	0	0	1	0	0
41	248	0	0	0	0	0	0	0	1	0	0
77	7	0	0	0	0	0	0	0	1	0	0
63	60	0	0	0	0	0	0	0	1	0	0
53	96	0	0	0	0	0	0	0	1	0	0
68	125	0	0	0	0	0	0	0	1	0	0
109	120	0	0	0	0	0	0	0	1	0	0
74	167	0	0	0	0	0	0	0	1	0	0
34	224	0	0	0	0	0	0	0	1	0	0
43	189	0	0	0	0	0	0	0	1	0	0
37	1	0	0	0	0	0	0	0	1	0	0
69	50	0	0	0	0	0	0	0	1	0	0
54	7	0	0	0	0	0	0	0	1	0	0
51	14	0	0	0	0	0	0	0	1	0	0
79	7	0	0	0	0	0	0	0	1	0	0
118	14	0	0	0	0	0	0	0	1	0	0
45	255	0	0	0	0	0	0	0	1	0	0
50	112	0	0	0	0	0	0	0	1	0	0
74	56	0	0	0	0	0	0	0	1	0	0
44	239	0	0	0	0	0	0	0	1	0	0
71	241	0	0	0	0	0	0	0	1	0	0
60	32	0	0	0	0	0	0	0	1	0	0
57	135	0	0	0	0	0	0	0	1	0	0
73	199	0	0	0	0	0	0	0	1	0	0
49	124	0	0	0	0	0	0	0	1	0	0
68	195	0	0	0	0	0	0	0	1	0	0
62	135	0	0	0	0	0	0	0	1	0	0
81	132	0	0	0	0	0	0	0	1	0	0
46	0	0	0	0	0	0	0	0	1	0	0
25	129	0	0	0	0	0	0	0	1	0	0
94	0	0	0	0	0	0	0	0	1	0	0
103	248	0	0	0	0	0	0	0	1	0	0
60	211	0	0	0	0	0	0	0	1	0	0
67	195	0	0	0	0	0	0	0	1	0	0
71	8	0	0	0	0	0	0	0	1	0	0
54	15	0	0	0	0	0	0	0	1	0	0
30	1	0	0	0	0	0	0	0	1	0	0
65	225	0	0	0	0	0	0	0	1	0	0
62	8	0	0	0	0	0	0	0	1	0	0
99	24	0	0	0	0	0	0	0	1	0	0
71	2	0	0	0	0	0	0	0	1	0	0
97	15	0	0	0	0	0	0	0	1	0	0
68	151	0	0	0	0	0	0	0	1	0	0
76	15	0	0	0	0	0	0	0	1	0	0
95	8	0	0	0	0	0	0	0	1	0	0
80	30	0	0	0	0	0	0	0	1	0	0
39	23	0	0	0	0	0	0	0	1	0	0
75	2	0	0	0	0	0	0	0	1	0	0
96	120	0	0	0	0	0	0	0	1	0	0
61	0	0	0	0	0	0	0	0	1	0	0
103	120	0	0	0	0	0	0	0	1	0	0
51	243	0	0	0	0	0	0	0	1	0	0
29	63	0	0	0	0	0	0	0	1	0	0
58	240	0	0	0	0	0	0	0	1	0	0
35	32	0	0	0	0	0	0	0	1	0	0
77	231	0	0	0	0	0	0	0	1	0	0
31	179	0	0	0	0	0	0	0	1	0	0
52	220	0	0	0	0	0	0	0	1	0	0
105	241	0	0	0	0	0	0	0	1	0	0
63	28	0	0	0	0	0	0	0	1	0	0
59	195	0	0	0	0	0	0	0	1	0	0
117	120	0	0	0	0	0	0	0	1	0	0
89	247	0	0	0	0	0	0	0	1	0	0
71	134	0	0	0	0	0	0	0	1	0	0
114	7	0	0	0	0	0	0	0	1	0	0
100	131	0	0	0	0	0	0	0	1	0	0
84	12	0	0	0	0	0	0	0	1	0	0
78	243	0	0	0	0	0	0	0	1	0	0
66	0	0	0	0	0	0	0	0	1	0	0
65	189	0	0	0	0	0	0	0	1	0	0
79	193	0	0	0	0	0	0	0	1	0	0
83	28	0	0	0	0	0	0	0	1	0	0
44	0	0	0	0	0	0	0	0	1	0	0
25	0	0	0	0	0	0	0	0	1	0	0
82	192	0	0	0	0	0	0	0	1	0	0
40	0	0	0	0	0	0	0	0	1	0	0
130	131	0	0	0	0	0	0	0	1	0	0
76	60	0	0	0	0	0	0	0	1	0	0
59	28	0	0	0	0	0	0	0	1	0	0
32	126	0	0	0	0	0	0	0	1	0	0
45	247	0	0	0	0	0	0	0	1	0	0
62	225	0	0	0	0	0	0	0	1	0	0
78	0	0	0	0	0	0	0	0	1	0	0
28	227	0	0	0	0	0	0	0	1	0	0
54	207	0	0	0	0	0	0	0	1	0	0
110	68	0	0	0	0	0	0	0	1	0	0
58	34	0	0	0	0	0	0	0	1	0	0
70	62	0	0	0	0	0	0	0	1	0	0
28	127	0	0	0	0	0	0	0	1	0	0
39	12	0	0	0	0	0	0	0	1	0	0
75	192	0	0	0	0	0	0	0	1	0	0
95	112	0	0	0	0	0	0	0	1	0	0
78	199	0	0	0	0	0	0	0	1	0	0
47	11	0	0	0	0	0	0	0	1	0	0
48	31	0	0	0	0	0	0	0	1	0	0
51	30	0	0	0	0	0	0	0	1	0	0
80	38	0	0	0	0	0	0	0	1	0	0
48	2	0	0	0	0	0	0	0	1	0	0
96	7	0	0	0	0	0	0	0	1	0	0
74	135	0	0	0	0	0	0	0	1	0	0
86	142	0	0	0	0	0	0	0	1	0	0
118	30	0	0	0	0	0	0	0	1	0	0
58	14	0	0	0	0	0	0	0	1	0	0
95	6	0	0	0	0	0	0	0	1	0	0
135	63	0	0	0	0	0	0	0	1	0	0
59	195	0	0	0	0	0	0	0	1	0	0
74	128	0	0	0	0	0	0	0	1	0	0
97	255	0	0	0	0	0	0	0	1	0	0
93	135	0	0	0	0	0	0	0	1	0	0
47	28	0	0	0	0	0	0	0	1	0	0
74	241	0	0	0	0	0	0	0	1	0	0
48	243	0	0	0	0	0	0	0	1	0	0
65	0	0	0	0	0	0	0	0	1	0	0
67	248	0	0	0	0	0	0	0	1	0	0
107	6	0	0	0	0	0	0	0	1	0	0
81	199	0	0	0	0	0	0	0	1	0	0
103	231	0	0	0	0	0	0	0	1	0	0
34	96	0	0	0	0	0	0	0	1	0	0
35	2	0	0	0	0	0	0	0	1	0	0
25	218	0	0	0	0	0	0	0	1	0	0
79	135	0	0	0	0	0	0	0	1	0	0
130	131	0	0	0	0	0	0	0	1	0	0
28	120	0	0	0	0	0	0	0	1	0	0
66	143	0	0	0	0	0	0	0	1	0	0
75	28	0	0	0	0	0	0	0	1	0	0
134	195	0	0	0	0	0	0	0	1	0	0
79	64	0	0	0	0	0	0	0	1	0	0
41	131	0	0	0	0	0	0	0	1	0	0
76	2	0	0	0	0	0	0	0	1	0	0
40	100	0	0	0	0	0	0	0	1	0	0
36	86	0	0	0	0	0	0	0	1	0	0
77	24	0	0	0	0	0	0	0	1	0	0
86	30	0	0	0	0	0	0	0	1	0	0
58	255	0	0	0	0	0	0	0	1	0	0
76	1	0	0	0	0	0	0	0	1	0	0
26	8	0	0	0	0	0	0	0	1	0	0
64	1	0	0	0	0	0	0	0	1	0	0
75	0	0	0	0	0	0	0	0	1	0	0
56	48	0	0	0	0	0	0	0	1	0	0
47	128	0	0	0	0	0	0	0	1	0	0
61	215	0	0	0	0	0	0	0	1	0	0
63	24	0	0	0	0	0	0	0	1	0	0
40	4	0	0	0	0	0	0	0	1	0	0
48	215	0	0	0	0	0	0	0	1	0	0
66	23	0	0	0	0	0	0	0	1	0	0
103	24	0	0	0	0	0	0	0	1	0	0
52	0	0	0	0	0	0	0	0	1	0	0
49	1	0	0	0	0	0	0	0	1	0	0
58	116	0	0	0	0	0	0	0	1	0	0
62	97	0	0	0	0	0	0	0	1	0	0
79	126	0	0	0	0	0	0	0	1	0	0
52	112	0	0	0	0	0	0	0	1	0	0
38	4	0	0	0	0	0	0	0	1	0	0
76	233	0	0	0	0	0	0	0	1	0	0
83	135	0	0	0	0	0	0	0	1	0	0
44	136	0	0	0	0	0	0	0	1	0	0
72	252	0	0	0	0	0	0	0	1	0	0
94	126	0	0	0	0	0	0	0	1	0	0
89	143	0	0	0	0	0	0	0	1	0	0
41	124	0	0	0	0	0	0	0	1	0	0
64	40	0	0	0	0	0	0	0	1	0	0
63	14	0	0	0	0	0	0	0	1	0	0
68	132	0	0	0	0	0	0	0	1	0	0
69	7	0	0	0	0	0	0	0	1	0	0
68	248	0	0	0	0	0	0	0	1	0	0
82	112	0	0	0	0	0	0	0	1	0	0
38	224	0	0	0	0	0	0	0	1	0	0
68	56	0	0	0	0	0	0	0	1	0	0
84	255	0	0	0	0	0	0	0	1	0	0
56	127	0	0	0	0	0	0	0	1	0	0
63	126	0	0	0	0	0	0	0	1	0	0
51	57	0	0	0	0	0	0	0	1	0	0
103	112	0	0	0	0	0	0	0	1	0	0
51	31	0	0	0	0	0	0	0	1	0	0
62	116	0	0	0	0	0	0	0	1	0	0
28	241	0	0	0	0	0	0	0	1	0	0
45	199	0	0	0	0	0	0	0	1	0	0
47	126	0	0	0	0	0	0	0	1	0	0
46	199	0	0	0	0	0	0	0	1	0	0
41	62	0	0	0	0	0	0	0	1	0	0
44	14	0	0	0	0	0	0	0	1	0	0
75	135	0	0	0	0	0	0	0	1	0	0
111	6	0	0	0	0	0	0	0	1	0	0
76	240	0	0	0	0	0	0	0	1	0	0
40	71	0	0	0	0	0	0	0	1	0	0
79	223	0	0	0	0	0	0	0	1	0	0
111	78	0	0	0	0	0	0	0	1	0	0
64	7	0	0	0	0	0	0	0	1	0	0
25	223	0	0	0	0	0	0	0	1	0	0
105	135	0	0	0	0	0	0	0	1	0	0
83	167	0	0	0	0	0	0	0	1	0	0
77	252	0	0	0	0	0	0	0	1	0	0
92	135	0	0	0	0	0	0	0	1	0	0
79	76	0	0	0	0	0	0	0	1	0	0
71	209	0	0	0	0	0	0	0	1	0	0
76	225	0	0	0	0	0	0	0	1	0	0
48	56	0	0	0	0	0	0	0	1	0	0
44	113	0	0	0	0	0	0	0	1	0	0
45	131	0	0	0	0	0	0	0	1	0	0
99	200	0	0	0	0	0	0	0	0	1	0
139	241	0	0	0	0	0	0	0	0	1	0
94	15	0	0	0	0	0	0	0	0	1	0
89	241	0	0	0	0	0	0	0	0	1	0
108	199	0	0	0	0	0	0	0	0	1	0
78	24	0	0	0	0	0	0	0	0	1	0
74	56	0	0	0	0	0	0	0	0	1	0
114	0	0	0	0	0	0	0	0	0	1	0
65	193	0	0	0	0	0	0	0	0	1	0
146	30	0	0	0	0	0	0	0	0	1	0
120	22	0	0	0	0	0	0	0	0	1	0
141	15	0	0	0	0	0	0	0	0	1	0
104	48	0	0	0	0	0	0	0	0	1	0
85	7	0	0	0	0	0	0	0	0	1	0
79	120	0	0	0	0	0	0	0	0	1	0
84	15	0	0	0	0	0	0	0	0	1	0
123	4	0	0	0	0	0	0	0	0	1	0
102	8	0	0	0	0	0	0	0	0	1	0
143	0	0	0	0	0	0	0	0	0	1	0
113	0	0	0	0	0	0	0	0	0	1	0
120	199	0	0	0	0	0	0	0	0	1	0
72	183	0	0	0	0	0	0	0	0	1	0
115	224	0	0	0	0	0	0	0	0	1	0
100	112	0	0	0	0	0	0	0	0	1	0
73	184	0	0	0	0	0	0	0	0	1	0
95	31	0	0	0	0	0	0	0	0	1	0
113	56	0	0	0	0	0	0	0	0	1	0
126	225	0	0	0	0	0	0	0	0	1	0
110	119	0	0	0	0	0	0	0	0	1	0
89	253	0	0	0	0	0	0	0	0	1	0
116	7	0	0	0	0	0	0	0	0	1	0
132	252	0	0	0	0	0	0	0	0	1	0
105	30	0	0	0	0	0	0	0	0	1	0
131	143	0	0	0	0	0	0	0	0	1	0
139	28	0	0	0	0	0	0	0	0	1	0
94	163	0	0	0	0	0	0	0	0	1	0
100	24	0	0	0	0	0	0	0	0	1	0
137	120	0	0	0	0	0	0	0	0	1	0
132	240	0	0	0	0	0	0	0	0	1	0
81	248	0	0	0	0	0	0	0	0	1	0
83	131	0	0	0	0	0	0	0	0	1	0
68	231	0	0	0	0	0	0	0	0	1	0
109	225	0	0	0	0	0	0	0	0	1	0
94	135	0	0	0	0	0	0	0	0	1	0
68	28	0	0	0	0	0	0	0	0	1	0
87	56	0	0	0	0	0	0	0	0	1	0
149	0	0	0	0	0	0	0	0	0	1	0
102	129	0	0	0	0	0	0	0	0	1	0
143	1	0	0	0	0	0	0	0	0	1	0
83	12	0	0	0	0	0	0	0	0	1	0
140	195	0	0	0	0	0	0	0	0	1	0
107	240	0	0	0	0	0	0	0	0	1	0
77	241	0	0	0	0	0	0	0	0	1	0
154	0	0	0	0	0	0	0	0	0	1	0
90	241	0	0	0	0	0	0	0	0	1	0
123	240	0	0	0	0	0	0	0	0	1	0
142	7	0	0	0	0	0	0	0	0	1	0
103	120	0	0	0	0	0	0	0	0	1	0
129	15	0	0	0	0	0	0	0	0	1	0
59	225	0	0	0	0	0	0	0	0	1	0
87	143	0	0	0	0	0	0	0	0	1	0
130	240	0	0	0	0	0	0	0	0	1	0
160	31	0	0	0	0	0	0	0	0	1	0
127	115	0	0	0	0	0	0	0	0	1	0
104	112	0	0	0	0	0	0	0	0	1	0
131	124	0	0	0	0	0	0	0	0	1	0
136	15	0	0	0	0	0	0	0	0	1	0
144	193	0	0	0	0	0	0	0	0	1	0
108	112	0	0	0	0	0	0	0	0	1	0
99	48	0	0	0	0	0	0	0	0	1	0
75	241	0	0	0	0	0	0	0	0	1	0
179	225	0	0	0	0	0	0	0	0	1	0
125	60	0	0	0	0	0	0	0	0	1	0
87	253	0	0	0	0	0	0	0	0	1	0
109	199	0	0	0	0	0	0	0	0	1	0
137	241	0	0	0	0	0	0	0	0	1	0
73	199	0	0	0	0	0	0	0	0	1	0
76	203	0	0	0	0	0	0	0	0	1	0
136	120	0	0	0	0	0	0	0	0	1	0
91	241	0	0	0	0	0	0	0	0	1	0
122	128	0	0	0	0	0	0	0	0	1	0
75	229	0	0	0	0	0	0	0	0	1	0
103	131	0	0	0	0	0	0	0	0	1	0
137	225	0	0	0	0	0	0	0	0	1	0
130	60	0	0	0	0	0	0	0	0	1	0
71	250	0	0	0	0	0	0	0	0	1	0
140	224	0	0	0	0	0	0	0	0	1	0
90	103	0	0	0	0	0	0	0	0	1	0
104	30	0	0	0	0	0	0	0	0	1	0
125	195	0	0	0	0	0	0	0	0	1	0
104	199	0	0	0	0	0	0	0	0	1	0
100	204	0	0	0	0	0	0	0	0	1	0
99	251	0	0	0	0	0	0	0	0	1	0
102	238	0	0	0	0	0	0	0	0	1	0
119	131	0	0	0	0	0	0	0	0	1	0
103	179	0	0	0	0	0	0	0	0	1	0
89	120	0	0	0	0	0	0	0	0	1	0
82	126	0	0	0	0	0	0	0	0	1	0
107	240	0	0	0	0	0	0	0	0	1	0
131	102	0	0	0	0	0	0	0	0	1	0
95	28	0	0	0	0	0	0	0	0	1	0
58	159	0	0	0	0	0	0	0	0	1	0
135	195	0	0	0	0	0	0	0	0	1	0
105	16	0	0	0	0	0	0	0	0	1	0
111	60	0	0	0	0	0	0	0	0	1	0
75	248	0	0	0	0	0	0	0	0	1	0
70	223	0	0	0	0	0	0	0	0	1	0
107	112	0	0	0	0	0	0	0	0	1	0
76	108	0	0	0	0	0	0	0	0	1	0
110	0	0	0	0	0	0	0	0	0	1	0
72	248	0	0	0	0	0	0	0	0	1	0
113	207	0	0	0	0	0	0	0	0	1	0
122	139	0	0	0	0	0	0	0	0	1	0
115	131	0	0	0	0	0	0	0	0	1	0
53	31	0	0	0	0	0	0	0	0	1	0
91	199	0	0	0	0	0	0	0	0	1	0
86	56	0	0	0	0	0	0	0	0	1	0
119	143	0	0	0	0	0	0	0	0	1	0
122	112	0	0	0	0	0	0	0	0	1	0
96	248	0	0	0	0	0	0	0	0	1	0
84	235	0	0	0	0	0	0	0	0	1	0
88	223	0	0	0	0	0	0	0	0	1	0
98	96	0	0	0	0	0	0	0	0	1	0
93	56	0	0	0	0	0	0	0	0	1	0
127	128	0	0	0	0	0	0	0	0	1	0
102	191	0	0	0	0	0	0	0	0	1	0
83	249	0	0	0	0	0	0	0	0	1	0
110	60	0	0	0	0	0	0	0	0	1	0
92	112	0	0	0	0	0	0	0	0	1	0
157	96	0	0	0	0	0	0	0	0	1	0
103	40	0	0	0	0	0	0	0	0	1	0
58	131	0	0	0	0	0	0	0	0	1	0
102	135	0	0	0	0	0	0	0	0	1	0
92	14	0	0	0	0	0	0	0	0	1	0
167	30	0	0	0	0	0	0	0	0	1	0
130	225	0	0	0	0	0	0	0	0	1	0
123	6	0	0	0	0	0	0	0	0	1	0
89	203	0	0	0	0	0	0	0	0	1	0
132	223	0	0	0	0	0	0	0	0	1	0
124	0	0	0	0	0	0	0	0	0	1	0
77	120	0	0	0	0	0	0	0	0	1	0
137	15	0	0	0	0	0	0	0	0	1	0
93	231	0	0	0	0	0	0	0	0	1	0
132	15	0	0	0	0	0	0	0	0	1	0
133	193	0	0	0	0	0	0	0	0	1	0
145	223	0	0	0	0	0	0	0	0	1	0
135	62	0	0	0	0	0	0	0	0	1	0
86	60	0	0	0	0	0	0	0	0	1	0
90	0	0	0	0	0	0	0	0	0	1	0
114	135	0	0	0	0	0	0	0	0	1	0
70	255	0	0	0	0	0	0	0	0	1	0
130	143	0	0	0	0	0	0	0	0	1	0
109	120	0	0	0	0	0	0	0	0	1	0
76	255	0	0	0	0	0	0	0	0	1	0
93	56	0	0	0	0	0	0	0	0	1	0
105	120	0	0	0	0	0	0	0	0	1	0
85	129	0	0	0	0	0	0	0	0	1	0
90	112	0	0	0	0	0	0	0	0	1	0
120	12	0	0	0	0	0	0	0	0	1	0
106	228	0	0	0	0	0	0	0	0	1	0
83	0	0	0	0	0	0	0	0	0	1	0
113	240	0	0	0	0	0	0	0	0	1	0
72	253	0	0	0	0	0	0	0	0	1	0
120	129	0	0	0	0	0	0	0	0	1	0
116	0	0	0	0	0	0	0	0	0	1	0
66	124	0	0	0	0	0	0	0	0	1	0
125	3	0	0	0	0	0	0	0	0	1	0
123	142	0	0	0	0	0	0	0	0	1	0
146	120	0	0	0	0	0	0	0	0	1	0
148	224	0	0	0	0	0	0	0	0	1	0
95	225	0	0	0	0	0	0	0	0	1	0
88	44	0	0	0	0	0	0	0	0	1	0
93	60	0	0	0	0	0	0	0	0	1	0
140	7	0	0	0	0	0	0	0	0	1	0
101	60	0	0	0	0	0	0	0	0	1	0
115	195	0	0	0	0	0	0	0	0	1	0
97	199	0	0	0	0	0	0	0	0	1	0
127	195	0	0	0	0	0	0	0	0	1	0
58	95	0	0	0	0	0	0	0	0	1	0
100	254	0	0	0	0	0	0	0	0	1	0
145	114	0	0	0	0	0	0	0	0	1	0
142	32	0	0	0	0	0	0	0	0	1	0
101	195	0	0	0	0	0	0	0	0	1	0
146	7	0	0	0	0	0	0	0	0	1	0
115	15	0	0	0	0	0	0	0	0	1	0
137	223	0	0	0	0	0	0	0	0	1	0
101	120	0	0	0	0	0	0	0	0	1	0
106	44	0	0	0	0	0	0	0	0	1	0
94	193	0	0	0	0	0	0	0	0	1	0
88	237	0	0	0	0	0	0	0	0	1	0
151	240	0	0	0	0	0	0	0	0	1	0
100	240	0	0	0	0	0	0	0	0	1	0
158	135	0	0	0	0	0	0	0	0	1	0
126	100	0	0	0	0	0	0	0	0	1	0
134	195	0	0	0	0	0	0	0	0	1	0
92	95	0	0	0	0	0	0	0	0	1	0
76	30	0	0	0	0	0	0	0	0	1	0
96	30	0	0	0	0	0	0	0	0	1	0
132	195	0	0	0	0	0	0	0	0	1	0
138	227	0	0	0	0	0	0	0	0	1	0
96	56	0	0	0	0	0	0	0	0	1	0
87	28	0	0	0	0	0	0	0	0	1	0
124	60	0	0	0	0	0	0	0	0	1	0
135	8	0	0	0	0	0	0	0	0	1	0
90	135	0	0	0	0	0	0	0	0	1	0
77	56	0	0	0	0	0	0	0	0	1	0
111	120	0	0	0	0	0	0	0	0	1	0
59	99	0	0	0	0	0	0	0	0	1	0
105	192	0	0	0	0	0	0	0	0	1	0
77	255	0	0	0	0	0	0	0	0	1	0
117	143	0	0	0	0	0	0	0	0	1	0
147	60	0	0	0	0	0	0	0	0	1	0
75	199	0	0	0	0	0	0	0	0	1	0
99	128	0	0	0	0	0	0	0	0	1	0
79	60	0	0	0	0	0	0	0	0	1	0
100	247	0	0	0	0	0	0	0	0	1	0
113	60	0	0	0	0	0	0	0	0	1	0
141	14	0	0	0	0	0	0	0	0	1	0
130	224	0	0	0	0	0	0	0	0	1	0
122	193	0	0	0	0	0	0	0	0	1	0
126	60	0	0	0	0	0	0	0	0	1	0
87	8	0	0	0	0	0	0	0	0	1	0
154	0	0	0	0	0	0	0	0	0	1	0
68	14	0	0	0	0	0	0	0	0	1	0
122	32	0	0	0	0	0	0	0	0	1	0
81	224	0	0	0	0	0	0	0	0	1	0
102	225	0	0	0	0	0	0	0	0	1	0
117	127	0	0	0	0	0	0	0	0	1	0
81	224	0	0	0	0	0	0	0	0	1	0
93	48	0	0	0	0	0	0	0	0	1	0
86	31	0	0	0	0	0	0	0	0	1	0
89	227	0	0	0	0	0	0	0	0	1	0
79	145	0	0	0	0	0	0	0	0	1	0
66	1	0	0	0	0	0	0	0	0	1	0
91	241	0	0	0	0	0	0	0	0	1	0
86	192	0	0	0	0	0	0	0	0	1	0
74	124	0	0	0	0	0	0	0	0	1	0
83	127	0	0	0	0	0	0	0	0	1	0
130	26	0	0	0	0	0	0	0	0	1	0
90	25	0	0	0	0	0	0	0	0	1	0
162	131	0	0	0	0	0	0	0	0	1	0
132	135	0	0	0	0	0	0	0	0	1	0
96	255	0	0	0	0	0	0	0	0	1	0
76	126	0	0	0	0	0	0	0	0	1	0
80	62	0	0	0	0	0	0	0	0	1	0
93	131	0	0	0	0	0	0	0	0	1	0
147	224	0	0	0	0	0	0	0	0	1	0
121	195	0	0	0	0	0	0	0	0	1	0
91	30	0	0	0	0	0	0	0	0	1	0
134	0	0	0	0	0	0	0	0	0	1	0
53	243	0	0	0	0	0	0	0	0	0	1
64	32	0	0	0	0	0	0	0	0	0	1
102	208	0	0	0	0	0	0	0	0	0	1
118	56	0	0	0	0	0	0	0	0	0	1
89	240	0	0	0	0	0	0	0	0	0	1
132	193	0	0	0	0	0	0	0	0	0	1
102	30	0	0	0	0	0	0	0	0	0	1
134	129	0	0	0	0	0	0	0	0	0	1
132	19	0	0	0	0	0	0	0	0	0	1
138	63	0	0	0	0	0	0	0	0	0	1
132	96	0	0	0	0	0	0	0	0	0	1
137	3	0	0	0	0	0	0	0	0	0	1
103	120	0	0	0	0	0	0	0	0	0	1
110	8	0	0	0	0	0	0	0	0	0	1
116	239	0	0	0	0	0	0	0	0	0	1
112	56	0	0	0	0	0	0	0	0	0	1
127	124	0	0	0	0	0	0	0	0	0	1
111	225	0	0	0	0	0	0	0	0	0	1
131	2	0	0	0	0	0	0	0	0	0	1
57	147	0	0	0	0	0	0	0	0	0	1
130	36	0	0	0	0	0	0	0	0	0	1
92	30	0	0	0	0	0	0	0	0	0	1
130	240	0	0	0	0	0	0	0	0	0	1
113	64	0	0	0	0	0	0	0	0	0	1
122	135	0	0	0	0	0	0	0	0	0	1
129	195	0	0	0	0	0	0	0	0	0	1
151	225	0	0	0	0	0	0	0	0	0	1
51	16	0	0	0	0	0	0	0	0	0	1
119	193	0	0	0	0	0	0	0	0	0	1
136	247	0	0	0	0	0	0	0	0	0	1
149	240	0	0	0	0	0	0	0	0	0	1
93	191	0	0	0	0	0	0	0	0	0	1
166	1	0	0	0	0	0	0	0	0	0	1
149	30	0	0	0	0	0	0	0	0	0	1
55	115	0	0	0	0	0	0	0	0	0	1
122	224	0	0	0	0	0	0	0	0	0	1
81	60	0	0	0	0	0	0	0	0	0	1
154	3	0	0	0	0	0	0	0	0	0	1
110	255	0	0	0	0	0	0	0	0	0	1
114	205	0	0	0	0	0	0	0	0	0	1
108	225	0	0	0	0	0	0	0	0	0	1
82	253	0	0	0	0	0	0	0	0	0	1
101	48	0	0	0	0	0	0	0	0	0	1
88	255	0	0	0	0	0	0	0	0	0	1
98	196	0	0	0	0	0	0	0	0	0	1
125	192	0	0	0	0	0	0	0	0	0	1
82	30	0	0	0	0	0	0	0	0	0	1
130	63	0	0	0	0	0	0	0	0	0	1
127	0	0	0	0	0	0	0	0	0	0	1
72	28	0	0	0	0	0	0	0	0	0	1
62	167	0	0	0	0	0	0	0	0	0	1
156	248	0	0	0	0	0	0	0	0	0	1
156	0	0	0	0	0	0	0	0	0	0	1
77	255	0	0	0	0	0	0	0	0	0	1
98	255	0	0	0	0	0	0	0	0	0	1
87	195	0	0	0	0	0	0	0	0	0	1
76	0	0	0	0	0	0	0	0	0	0	1
123	60	0	0	0	0	0	0	0	0	0	1
105	92	0	0	0	0	0	0	0	0	0	1
107	30	0	0	0	0	0	0	0	0	0	1
106	224	0	0	0	0	0	0	0	0	0	1
74	69	0	0	0	0	0	0	0	0	0	1
153	63	0	0	0	0	0	0	0	0	0	1
95	0	0	0	0	0	0	0	0	0	0	1
